n_personas_1_dosis;%personas_1_dosis;n_personas_pauta_completa;%personas_pauta_completa;cod_cuando;cod_donde_provincia;cod_quien_vacunas
0;0,0019163788105994912;0;0,00095818940529974561;64;2;8
0;0,0082734884336631703;0;0,003309395373465268;64;3;8
0;0,0048001097167935268;0;0,0027429198381677296;64;4;8
0;0,0093665847090504632;0;0,0093665847090504632;64;5;8
0;0,0032105477194409367;0;0,0010701825731469789;64;6;8
0;0,0046723261714959347;0;0,0028752776439974984;64;7;8
0;0,0056013490406952747;0;0,0035376941309654369;64;8;8
6;104,20983105054579;17;101,35229089897796;65;1;1
21;106,74786165860915;23;104,4644849386389;65;2;1
14;104,18311447675823;35;102,43091919761541;65;3;1
21;103,55841414604035;35;101,37796451542245;65;4;1
7;106,1445051608986;11;103,80085003035823;65;5;1
5;101,42567152905632;13;99,608176367842134;65;6;1
47;100,53049694301137;91;97,93106192225568;65;7;1
41;106,29717806086181;115;103,89046227447618;65;8;1
57;99,865356699556102;217;92,834451854501083;65;1;2
92;101,27462956078389;824;92,582718147538372;65;2;2
69;99,413448672869279;601;94,322743255437658;65;3;2
82;99,812885748596642;1104;92,245929566844467;65;4;2
45;101,52905974236738;463;96,323156506745107;65;5;2
41;96,814385378795322;166;91,934754839343611;65;6;2
249;93,375599447289275;2045;86,211049780910784;65;7;2
195;100,41179388560828;2472;94,114609169548999;65;8;2
252;87,782830370676592;641;16,504065040650406;65;1;3
512;87,469163771837088;2259;13,947684495940047;65;2;3
170;96,125567202999562;1281;19,581592784840058;65;3;3
420;91,000255367631169;1784;20,689689040799891;65;4;3
220;92,686085322924839;1267;18,11881007532785;65;5;3
319;95,801185284580114;624;19,455160460695517;65;6;3
806;79,716314352616195;3439;15,547678396080844;65;7;3
1105;91,998199730948798;4376;17,929987338767113;65;8;3
4422;66,145388874555948;525;9,1309611224672054;65;1;4
7729;57,645263988727443;1439;9,4688441918242159;65;2;4
5928;56,796428925047032;2118;11,525957952407671;65;3;4
5653;57,92744626646094;509;10,575191072517852;65;4;4
2644;53,818365444375388;1182;9,9557178371659418;65;5;4
4082;53,307913439271744;870;10,978799009821927;65;6;4
11395;56,762945615404632;1474;8,016973918613262;65;7;4
11737;53,207699312511728;1507;9,4833758524089902;65;8;4
133;11,276084628520159;557;5,1348007293566029;65;1;5
180;13,187077344533089;1881;6,8727010490699882;65;2;5
172;14,903842480459049;486;6,8475462068017023;65;3;5
193;14,219107676378311;220;6,722054851767993;65;4;5
103;12,450457908625239;2082;5,938324623583588;65;5;5
442;14,682286356750165;577;6,5019580193038786;65;6;5
457;11,552252074278941;536;5,1903068615830374;65;7;5
528;12,539074179782;1635;6,0286899259074866;65;8;5
12;5,0979903522668613;19;2,2873315651755992;65;1;6
19;6,254605444047292;61;2,9177893868572999;65;2;6
20;8,3847525023995608;22;2,9617441382147263;65;3;6
49;6,763918171975611;11;3,0001709499116758;65;4;6
14;6,0186272207873523;61;2,5618950718739399;65;5;6
42;6,0468586176304537;22;2,5243971288007097;65;6;6
72;5,4318953633031839;68;2,6806428835614136;65;7;6
88;5,7727599416653295;61;3,0318677561387473;65;8;6
0;0,28894142369319675;0;0,2364066193853428;65;1;7
0;0,24194713274591939;2;0,18777986422071358;65;2;7
1;0,29614408316209356;1;0,21757524477215037;65;3;7
0;0,25123051681706315;0;0,19995898277276455;65;4;7
2;0,33432727929881628;1;0,22589681033703804;65;5;7
0;0,17833259028087384;0;0,12631891811561896;65;6;7
2;0,36433473606913885;1;0,27395712712175557;65;7;7
5;0,2882447290732002;6;0,17899067853739045;65;8;7
0;0,0015327667205689631;0;0;65;1;8
0;0,0019163788105994912;0;0,00095818940529974561;65;2;8
0;0,0082734884336631703;0;0,003309395373465268;65;3;8
0;0,0048001097167935268;0;0,0027429198381677296;65;4;8
2;0,011708230886313079;0;0,0093665847090504632;65;5;8
0;0,0032105477194409367;0;0,0010701825731469789;65;6;8
-1;0,0043129164659962476;0;0,0028752776439974984;65;7;8
0;0,0056013490406952747;0;0,0035376941309654369;65;8;8
11;104,24807063894876;43;101,50177292637142;66;1;1
19;106,78319077724061;44;104,54629973968018;66;2;1
15;104,21332474019174;44;102,51953597035366;66;3;1
23;103,60421354467432;64;101,50540632031701;66;4;1
13;106,19712608783647;21;103,88585306618093;66;5;1
1;101,42803191238256;18;99,650663267714677;66;6;1
36;100,57824166788239;72;98,026551371997712;66;7;1
21;106,32087287169824;105;104,00893632865831;66;8;1
37;99,943197357625223;491;93,867418425094144;66;1;2
132;101,41483881247012;1077;93,72669817834192;66;2;2
47;99,486573108877622;889;95,705884183340075;66;3;2
69;99,909235624319265;996;93,636719077275387;66;4;2
28;101,6000608580992;610;97,869966528045438;66;5;2
25;96,863515770855855;739;93,387049228652842;66;6;2
178;93,507126864844494;1134;87,048982879268181;66;7;2
130;100,50013250793349;1799;95,33707979695707;66;8;2
205;88,065316246382807;2018;19,284828441504754;66;1;3
604;87,903568012312917;3041;16,13480915701124;66;2;3
87;96,223525835181789;1653;21,442806796302342;66;3;3
328;91,32241145618481;1338;22,003850158131495;66;4;3
94;92,857533696901157;1058;20,048516241997557;66;5;3
343;96,280610533378066;2054;22,326120988482611;66;6;3
1282;80,407993698272421;2376;16,829605170869616;66;7;3
809;92,39831447337184;3457;19,639748357996361;66;8;3
3140;69,261148266486728;919;10,042866498640576;66;1;4
5179;60,388712607997796;1614;10,323821228221659;66;2;4
4281;60,328723720254793;2150;13,299943892537707;66;3;4
5956;62,201729520255483;2618;12,453981125982274;66;4;4
1858;56,224103998342656;1193;11,500414336026518;66;5;4
3513;56,814461391040489;1546;12,521959594346402;66;6;4
10066;60,792649972977841;2579;9,0494205248303601;66;7;4
11722;57,281884093231476;2618;10,39330724260898;66;8;4
113;11,316966223843014;1078;5,5248039130560622;66;1;5
127;13,215878012164314;2197;7,3709299213991226;66;2;5
188;14,97566454511419;423;7,0091458522757666;66;3;5
319;14,318594337680807;840;6,9840259975175112;66;4;5
57;12,479950328555907;1763;6,8505199979303564;66;5;5
78;14,719445847188741;195;6,594856745400322;66;6;5
730;11,672428552614249;1595;5,4528842354800471;66;7;5
652;12,632351489504156;1964;6,309666361941713;66;8;5
10;5,1157905979102516;46;2,3692126951351931;66;1;6
15;6,2711025570525161;168;3,1025570525158099;66;2;6
23;8,4241738653503351;213;3,3268202385849444;66;3;6
23;6,7966835717134879;46;3,0657017493874297;66;4;6
2;6,0238449296913723;78;2,7653857191307298;66;5;6
6;6,0589563674489879;41;2,6070650858940239;66;6;6
170;5,5747957365253358;78;2,7462089371574594;66;7;6
187;5,9032453893978829;113;3,1107172512926433;66;8;6
0;0,28894142369319675;0;0,2364066193853428;66;1;7
1;0,24555828398093313;1;0,19139101545572729;66;2;7
0;0,29614408316209356;0;0,21757524477215037;66;3;7
2;0,2614848236259229;1;0,20508613617719443;66;4;7
1;0,34336315171229781;2;0,24396855516400109;66;5;7
0;0,17833259028087384;0;0,12631891811561896;66;6;7
1;0,36715903634874458;1;0,2767814274013613;66;7;7
3;0,2952183918733583;2;0,18363978707082917;66;8;7
0;0,0015327667205689631;0;0;66;1;8
0;0,0019163788105994912;0;0,00095818940529974561;66;2;8
0;0,0082734884336631703;2;0,0049640930601979015;66;3;8
0;0,0048001097167935268;0;0,0027429198381677296;66;4;8
0;0,011708230886313079;0;0,0093665847090504632;66;5;8
0;0,0032105477194409367;0;0,0010701825731469789;66;6;8
5;0,0061099649934946839;0;0,0028752776439974984;66;7;8
0;0,0056013490406952747;0;0,0035376941309654369;66;8;8
26;104,33845512062852;68;101,73816310922616;67;1;1
17;106,81480104127928;38;104,6169579769431;67;2;1
10;104,23346491581407;20;102,55981632159832;67;3;1
15;103,63408271769649;32;101,56912722276429;67;4;1
8;106,22950819672131;7;103,91418741145517;67;5;1
8;101,4469149789926;32;99,726195534154741;67;6;1
42;100,63394384689859;105;98,165806819538204;67;7;1
35;106,36036422309229;106;104,12853870716599;67;8;1
98;100,14936991142996;750;95,445269602171123;67;1;2
113;101,53486642944394;1698;95,530299006851138;67;2;2
23;99,522357407349787;296;96,16641254628621;67;3;2
57;99,988828999916223;626;94,510849833831372;67;4;2
23;101,65838320316462;78;98,067755350441217;67;5;2
25;96,912646162916374;421;94,21440503095215;67;6;2
183;93,642348872780474;1504;88,160315665802131;67;7;2
114;100,57759868443405;1716;96,503149611649832;67;8;2
479;88,7253686096183;1909;21,915392035276284;67;1;3
588;88,326464855690048;3436;18,606022683956532;67;2;3
853;97,183970815083384;828;22,375102743967663;67;3;3
321;91,637692262360773;1271;23,252205001276838;67;4;3
136;93,105586663505207;361;20,706950954821529;67;5;3
572;97,080118528458016;1411;24,298333892429834;67;6;3
1221;81,06676162420554;2391;18,119624917721449;67;7;3
613;92,701491651499566;2614;20,932578934873785;67;8;3
5179;74,400166703050274;3110;13,128857488737621;67;1;4
4053;62,535690258876876;3557;12,208055006701029;67;2;4
3700;63,381629756757647;2834;15,638304894550975;67;3;4
4400;65,3593598622125;3870;15,231260540385374;67;4;4
2574;59,556919411642845;1843;13,886730888750776;67;5;4
5194;61,998921983550268;3082;15,598299129601534;67;6;4
9559;64,619387898076425;4296;10,76923076923077;67;7;4
11439;61,257707306561379;3309;11,543407689580626;67;8;4
272;11,415371479841394;2778;6,5298399467453905;67;1;5
960;13,433583846227112;5245;8,5603748168776441;67;2;5
126;15,023800609723486;3101;8,1938278868267638;67;3;5
170;14,371612307653924;1759;7,5326060515334667;67;4;5
78;12,520308376882083;2863;8,331867335851399;67;5;5
132;14,782331138700179;1553;7,3347117281068668;67;6;5
410;11,739924930857368;2769;5,9087317265902808;67;7;5
397;12,689147642816573;3638;6,8301308600539921;67;8;5
73;5,2457323911069969;139;2,6166361095783124;67;1;6
49;6,3249931262029149;113;3,2268353038218311;67;2;6
17;8,4533113944878657;247;3,7501713972302206;67;3;6
31;6,8408456322297564;54;3,1426292096415751;67;4;6
17;6,0681954553755446;133;3,1123633612480761;67;5;6
15;6,089200741995322;52;2,7119122509879827;67;6;6
51;5,6176658484919804;95;2,8260650280757202;67;7;6
150;6,0079128608411079;168;3,2279448193090552;67;8;6
1;0,29550827423167847;2;0,24954032046230629;67;1;7
3;0,25639173768597429;6;0,21305792286580963;67;2;7
0;0,29614408316209356;1;0,22361900157137676;67;3;7
0;0,2614848236259229;1;0,21021328958162427;67;4;7
0;0,34336315171229781;1;0,25300442757748259;67;5;7
1;0,18576311487591024;1;0,13374944271065536;67;6;7
0;0,36715903634874458;2;0,28243002796057276;67;7;7
1;0,29754294614007765;3;0,19061344987098724;67;8;7
1;0,0022991500808534444;1;0,00076638336028448154;67;1;8
0;0,0019163788105994912;0;0,00095818940529974561;67;2;8
-1;0,0074461395902968531;0;0,0049640930601979015;67;3;8
0;0,0048001097167935268;0;0,0027429198381677296;67;4;8
0;0,011708230886313079;0;0,0093665847090504632;67;5;8
0;0,0032105477194409367;0;0,0010701825731469789;67;6;8
0;0,0061099649934946839;0;0,0028752776439974984;67;7;8
0;0,0056013490406952747;0;0,0035376941309654369;67;8;8
3;104,34888409928388;18;101,80073698115831;68;1;1
16;106,84455187802158;43;104,69691335068799;68;2;1
3;104,23950696850076;14;102,58801256746959;68;3;1
11;103,65598677791274;24;101,61691789959976;68;4;1
3;106,24165148755313;5;103,93442622950819;68;5;1
5;101,45871689562385;16;99,763961667374787;68;6;1
22;100,66312117876421;75;98,265274996352829;68;7;1
23;106,38631568257981;51;104,18608324776874;68;8;1
25;100,20196495066585;171;95,805019670544681;68;1;2
148;101,69207074194063;761;96,33862658664826;68;2;2
5;99,530136602669813;172;96,434016865295447;68;3;2
47;100,05445862540844;356;95,007959337559697;68;4;2
25;101,72177705649661;29;98,141292220306326;68;5;2
7;96,926402672693328;46;94,304804952343517;68;6;2
108;93,722152025004988;911;88,83347003317742;68;7;2
78;100,63060185782918;403;96,776999340857969;68;8;2
134;88,910017913738457;-676;20,983877635386524;68;1;3
1164;89,163627994620285;-21;18,590919225264489;68;2;3
244;97,458705369709392;-545;21,761453841216937;68;3;3
581;92,208340699707307;-1753;21,530437857269138;68;4;3
175;93,4247724661207;-189;20,362230287996791;68;5;3
87;97,201722017220177;-868;23,08509448730851;68;6;3
685;81,436340681751972;-145;18,041392854445199;68;7;3
669;93,032365276568811;-321;20,773818944369708;68;8;3
1938;76,32320546150946;1068;14,188612594018537;68;1;4
5180;65,279668603696422;2013;13,274392537226463;68;2;4
3081;65,923792864450974;901;16,381728769926401;68;3;4
4001;68,230650543614772;-1882;13,880655925939216;68;4;4
2668;63,011446032732543;421;14,43184172363787;68;5;4
1500;63,496167052623171;-308;15,290864808751897;68;6;4
5937;66,99613683220241;2213;11,65515722892772;68;7;4
7950;64,020867945251183;646;11,767936214435169;68;8;4
860;23,9640252441396;671;13,7953980966119;68;1;5
258;27,1736709113277;521;17,4462532500393;68;2;5
45;30,3787967572183;974;17,2958891143955;68;3;5
323;29,3001855412071;689;15,63103646986;68;4;5
82;25,3716445078219;238;17,0647246245252;68;5;5
60;29,8444496764122;269;15,0486401590909;68;6;5
334;23,748144208099;1549;12,3716354547172;68;7;5
499;25,6343887660801;2773;14,497077263212;68;8;5
6;5,2564125384930316;-13;2,5934957902419051;68;1;6
43;6,3722848501512237;81;3,3159197140500414;68;2;6
7;8,4653092006033184;-89;3,5976278623337445;68;3;6
21;6,8707618667730355;-205;2,8505897771952817;68;4;6
8;6,0890662909916253;-1;3,1097545067960657;68;5;6
8;6,1053310750867009;-24;2,6635212517138478;68;6;6
121;5,7193772906089233;-28;2,8025284960156012;68;7;6
92;6,0721089099929522;-2;3,2265492530231454;68;8;6
0;0,29550827423167847;1;0,256107171000788;68;1;7
0;0,25639173768597429;-1;0,20944677163079589;68;2;7
0;0,29614408316209356;0;0,22361900157137676;68;3;7
0;0,2614848236259229;-1;0,20508613617719443;68;4;7
0;0,34336315171229781;0;0,25300442757748259;68;5;7
0;0,18576311487591024;-1;0,12631891811561896;68;6;7
0;0,36715903634874458;4;0,29372722907899568;68;7;7
2;0,30219205467351634;0;0,19061344987098724;68;8;7
0;0,0022991500808534444;0;0,00076638336028448154;68;1;8
0;0,0019163788105994912;0;0,00095818940529974561;68;2;8
0;0,0074461395902968531;0;0,0049640930601979015;68;3;8
0;0,0048001097167935268;-2;0,0013714599190838648;68;4;8
0;0,011708230886313079;0;0,0093665847090504632;68;5;8
0;0,0032105477194409367;0;0,0010701825731469789;68;6;8
1;0,0064693746989943719;0;0,0028752776439974984;68;7;8
0;0,0056013490406952747;1;0,0038325019752125564;68;8;8
3;104,35931307793923;20;101,87026350552736;69;1;1
9;106,8612867236891;34;104,76013387876534;69;2;1
0;104,23950696850076;7;102,60211069040523;69;3;1
10;103,67589955992752;20;101,6567434636293;69;4;1
4;106,25784254199554;19;104,0113337381097;69;5;1
14;101,49176226219139;7;99,78048435065854;69;6;1
39;100,71484463070782;66;98,352806991949706;69;7;1
26;106,41565211504395;44;104,23572951809268;69;8;1
31;100,26718279931836;270;96,373046094292391;69;1;2
90;101,78766795899942;608;96,984438897445429;69;2;2
20;99,56125338394996;159;96,6813952764726;69;3;2
55;100,13125925098444;565;95,796911218476836;69;4;2
20;101,77249213916218;109;98,417689420833753;69;5;2
21;96,967672202024175;68;94,438439618748163;69;6;2
124;93,81377786644795;730;89,372880228769034;69;7;2
75;100,68156644763218;335;97,004641175311392;69;8;2
198;89,182857930274224;1164;22,587846217445225;69;1;3
223;89,324012341683385;2324;20,262368653850302;69;2;3
267;97,759337033992765;1310;23,236463130397578;69;3;3
216;92,420492270218247;2773;24,254031862022906;69;4;3
180;93,753077863096649;534;21,336202965692085;69;5;3
180;97,453315442245326;1279;24,872805546237281;69;6;3
967;81,95806761408393;2533;19,408026070160673;69;7;3
549;93,303889372477641;2937;22,226398670570546;69;8;3
1518;77,82948659429637;4912;19,062692254261844;69;1;4
7842;69,433776360467647;7196;17,086297589219026;69;2;4
4488;69,626885375754981;5248;20,711904683322881;69;3;4
5878;72,448957623165526;7800;19,478273350317558;69;4;4
3452;67,481095918790132;2014;17,039569090532421;69;5;4
3779;67,268226463307514;3762;19,045955441986745;69;6;4
8477;70,389719570047433;8063;14,883004063331931;69;7;4
8543;66,99013603787094;12654;16,166053789527101;69;8;4
1135;24,8899284017634;2247;15,4632981318027;69;1;5
397;27,3570990364468;3037;18,8356196798705;69;2;5
248;30,5807584367122;1802;18,6848456414054;69;3;5
822;29,8615675458837;4419;18,4279141895875;69;4;5
220;25,6058697901555;1090;18,1991346004369;69;5;5
99;29,9438107759904;1909;16,9015214832172;69;6;5
648;23,9696029296631;4619;13,9075138682549;69;7;5
862;25,8889352777077;4882;15,900647597066;69;8;5
9;5,2724327595720819;146;2,8533793766353974;69;1;6
82;6,4624690679131156;232;3,5710750618641738;69;2;6
15;8,4910187851364327;234;3,9986973810503224;69;3;6
32;6,9163485098866033;356;3,3577411818337226;69;4;6
15;6,1281991077717777;70;3,2923743184367744;69;5;6
9;6,1234776998145009;124;2,9135414146302123;69;6;6
59;5,7689721260213176;289;3,0454591304932586;69;7;6
124;6,1586340197193516;510;3,5824186559301099;69;8;6
2;0,30864197530864196;3;0,27580772261623326;69;1;7
1;0,260002888920988;0;0,20944677163079589;69;2;7
0;0,29614408316209356;0;0,22361900157137676;69;3;7
0;0,2614848236259229;2;0,21534044298605415;69;4;7
1;0,35239902412577934;1;0,26204029999096412;69;5;7
1;0,19319363947094664;-1;0,11888839352058256;69;6;7
1;0,36998333662835031;3;0,30220012991781287;69;7;7
4;0,31149027174039379;-1;0,18828889560426787;69;8;7
0;0,0022991500808534444;0;0,00076638336028448154;69;1;8
0;0,0019163788105994912;0;0,00095818940529974561;69;2;8
1;0,0082734884336631703;1;0,0057914419035642187;69;3;8
1;0,0054858396763354592;0;0,0013714599190838648;69;4;8
1;0,012879053974944385;0;0,0093665847090504632;69;5;8
0;0,0032105477194409367;0;0,0010701825731469789;69;6;8
0;0,0064693746989943719;1;0,0032346873494971859;69;7;8
0;0,0056013490406952747;1;0,0041273098194596763;69;8;8
12;104,40102899256067;38;102,00236390182855;70;1;1
17;106,89289698772778;49;104,85124581628858;70;2;1
16;104,2717312494965;25;102,65246112946105;70;3;1
20;103,71572512395707;44;101,74435970449431;70;4;1
10;106,2983201781016;24;104,10848006476422;70;5;1
20;101,53896992871643;39;99,872539300382385;70;6;1
67;100,80370286866221;193;98,6087717669527;70;7;1
39;106,45965676374017;86;104,33276541008948;70;8;1
39;100,34923106052638;246;96,890581280373638;70;1;2
134;101,93000159328695;805;97,839502894471295;70;2;2
86;99,695055543454586;353;97,230606466067144;70;3;2
64;100,2206272516547;593;96,624961599687211;70;4;2
48;101,89420833755959;284;99,137843594685066;70;5;2
25;97,016802594084695;251;94,931708755035871;70;6;2
254;94,001463057790787;1372;90,386675829250805;70;7;2
142;100,77805940432587;806;97,552340633727681;70;8;2
267;89,550778558633041;236;22,913049469477745;70;1;3
987;90,033874900209284;1535;21,366359563006593;70;2;3
361;98,165809059484531;961;24,318511929559861;70;3;3
393;92,806490266564523;746;24,986740526843068;70;4;3
189;94,097798529921391;523;22,290112535794407;70;5;3
1025;98,886000223638604;549;25,640165492564016;70;6;3
1637;82,841280631899252;1959;20,464968221596365;70;7;3
1312;93,952777557964708;2029;23,229900292791012;70;8;3
2513;80,323086387902123;5431;24,45176526622874;70;1;4
12972;76,305376184598757;10608;22,705626215057979;70;2;4
13555;80,811247895970169;6788;26,312749595696229;70;3;4
6704;77,260038035092762;5242;23,240159316803616;70;4;4
6941;76,468303293971417;4650;23,060389475864927;70;5;4
5989;73,246226942425935;7267;26,299608719955284;70;6;4
15516;76,601212994655612;16780;21,60051242018455;70;7;4
20854;74,238306095636645;17210;22,14768832938265;70;8;4
5881;29,7009868912372;3042;17,7398815289021;70;1;5
3418;28,9970357948741;5034;21,1479335990103;70;2;5
2641;32,8019435605386;2603;20,6951016548019;70;3;5
2959;31,8938313670826;2949;20,3091205455588;70;4;5
2924;28,7903338118289;2438;20,7485848738046;70;5;5
1177;31,1834642938733;4532;21,267503053097;70;6;5
7991;26,7765523766696;6409;16,0453333624673;70;7;5
7605;28,1798954313478;7636;18,1174267682965;70;8;5
32;5,3293935456309294;132;3,0883426191281438;70;1;6
65;6,5339565576024192;266;3,8636238658234809;70;2;6
54;8,5835732894556429;109;4,1855203619909505;70;3;6
74;7,0217676220867284;147;3,5671548236366744;70;4;6
75;6,3238631916725367;179;3,7593592653465864;70;5;6
29;6,181950157270748;190;3,2966368255504475;70;6;6
194;5,9320466695807132;280;3,2808244510944489;70;7;6
198;6,2967950820244081;293;3,7868691168158759;70;8;6
2;0,32177567638560545;2;0,28894142369319675;70;1;7
4;0,27444749386104289;1;0,21305792286580963;70;2;7
1;0,30218783996131998;3;0,24175027196905596;70;3;7
4;0,28199343724364234;0;0,21534044298605415;70;4;7
0;0,35239902412577934;2;0,28011204481792717;70;5;7
0;0,19319363947094664;1;0,12631891811561896;70;6;7
3;0,3784562374671675;3;0,31067303075663005;70;7;7
10;0,33473581440758732;10;0,21153443827146146;70;8;7
0;0,0022991500808534444;0;0,00076638336028448154;70;1;8
0;0,0019163788105994912;0;0,00095818940529974561;70;2;8
0;0,0082734884336631703;0;0,0057914419035642187;70;3;8
1;0,0061715696358773916;0;0,0013714599190838648;70;4;8
0;0,012879053974944385;0;0,0093665847090504632;70;5;8
1;0,0042807302925879157;0;0,0010701825731469789;70;6;8
1;0,006828784404494059;0;0,0032346873494971859;70;7;8
2;0,0061909647291895145;2;0,0047169255079539153;70;8;8
0;104,40102899256067;0;102,00236390182855;71;1;1
0;106,89289698772778;0;104,85124581628858;71;2;1
0;104,2717312494965;0;102,65246112946105;71;3;1
0;103,71572512395707;0;101,74435970449431;71;4;1
0;106,2983201781016;0;104,10848006476422;71;5;1
0;101,53896992871643;0;99,872539300382385;71;6;1
0;100,80370286866221;0;98,6087717669527;71;7;1
0;106,45965676374017;0;104,33276541008948;71;8;1
0;100,34923106052638;0;96,890581280373638;71;1;2
0;101,93000159328695;0;97,839502894471295;71;2;2
0;99,695055543454586;0;97,230606466067144;71;3;2
0;100,2206272516547;0;96,624961599687211;71;4;2
0;101,89420833755959;0;99,137843594685066;71;5;2
0;97,016802594084695;0;94,931708755035871;71;6;2
0;94,001463057790787;0;90,386675829250805;71;7;2
0;100,77805940432587;0;97,552340633727681;71;8;2
0;89,550778558633041;0;22,913049469477745;71;1;3
0;90,033874900209284;0;21,366359563006593;71;2;3
0;98,165809059484531;0;24,318511929559861;71;3;3
0;92,806490266564523;0;24,986740526843068;71;4;3
0;94,097798529921391;0;22,290112535794407;71;5;3
0;98,886000223638604;0;25,640165492564016;71;6;3
0;82,841280631899252;0;20,464968221596365;71;7;3
0;93,952777557964708;0;23,229900292791012;71;8;3
0;80,323086387902123;0;24,45176526622874;71;1;4
0;76,305376184598757;0;22,705626215057979;71;2;4
0;80,811247895970169;0;26,312749595696229;71;3;4
0;77,260038035092762;0;23,240159316803616;71;4;4
0;76,468303293971417;0;23,060389475864927;71;5;4
0;73,246226942425935;0;26,299608719955284;71;6;4
0;76,601212994655612;0;21,60051242018455;71;7;4
0;74,238306095636645;0;22,14768832938265;71;8;4
0;29,7009868912372;0;17,7398815289021;71;1;5
0;28,9970357948741;0;21,1479335990103;71;2;5
0;32,8019435605386;0;20,6951016548019;71;3;5
0;31,8938313670826;0;20,3091205455588;71;4;5
0;28,7903338118289;0;20,7485848738046;71;5;5
0;31,1834642938733;0;21,267503053097;71;6;5
0;26,7765523766696;0;16,0453333624673;71;7;5
0;28,1798954313478;0;18,1174267682965;71;8;5
0;5,3293935456309294;0;3,0883426191281438;71;1;6
0;6,5339565576024192;0;3,8636238658234809;71;2;6
0;8,5835732894556429;0;4,1855203619909505;71;3;6
0;7,0217676220867284;0;3,5671548236366744;71;4;6
0;6,3238631916725367;0;3,7593592653465864;71;5;6
0;6,181950157270748;0;3,2966368255504475;71;6;6
0;5,9320466695807132;0;3,2808244510944489;71;7;6
0;6,2967950820244081;0;3,7868691168158759;71;8;6
0;0,32177567638560545;0;0,28894142369319675;71;1;7
0;0,27444749386104289;0;0,21305792286580963;71;2;7
0;0,30218783996131998;0;0,24175027196905596;71;3;7
0;0,28199343724364234;0;0,21534044298605415;71;4;7
0;0,35239902412577934;0;0,28011204481792717;71;5;7
0;0,19319363947094664;0;0,12631891811561896;71;6;7
0;0,3784562374671675;0;0,31067303075663005;71;7;7
0;0,33473581440758732;0;0,21153443827146146;71;8;7
0;0,0022991500808534444;0;0,00076638336028448154;71;1;8
0;0,0019163788105994912;0;0,00095818940529974561;71;2;8
0;0,0082734884336631703;0;0,0057914419035642187;71;3;8
0;0,0061715696358773916;0;0,0013714599190838648;71;4;8
0;0,012879053974944385;0;0,0093665847090504632;71;5;8
0;0,0042807302925879157;0;0,0010701825731469789;71;6;8
0;0,006828784404494059;0;0,0032346873494971859;71;7;8
0;0,0061909647291895145;0;0,0047169255079539153;71;8;8
15;104,45317388583744;38;102,13446429812974;72;1;1
24;106,93752324284121;32;104,91074748977314;72;2;1
8;104,28784338999436;9;102,67058728752114;72;3;1
9;103,73364662777037;31;101,80608932874011;72;4;1
11;106,34284557781825;13;104,16110099170209;72;5;1
6;101,55313222867393;18;99,915026200254928;72;6;1
36;100,85144759353324;69;98,700282489622154;72;7;1
15;106,47658162862334;28;104,36435849120471;72;8;1
34;100,4207603138872;242;97,399701260177139;72;1;2
90;102,02559881034574;451;98,318551171065906;72;2;2
13;99,715281451286685;148;97,460870647540219;72;3;2
37;100,2722931270422;262;96,990811852431094;72;4;2
34;101,98042397809108;49;99,262095547215736;72;5;2
31;97,07772428023975;100;95,128230323277975;72;6;2
94;94,070921356949157;617;90,842588282237145;72;7;2
64;100,82154918762444;283;97,744647019251019;72;8;2
427;90,13917596803087;531;23,644756786550918;72;1;3
715;90,548111708057334;1181;22,215749311354205;72;2;3
260;98,458558994741765;507;24,889374303311453;72;3;3
523;93,320172078496086;628;25,603551574439663;72;4;3
70;94,225472850967591;157;22,576467798712315;72;5;3
342;99,364027731186397;240;25,975623392597562;72;6;3
903;83,328477550095499;1106;21,061690028379356;72;7;3
854;94,375148373822896;924;23,686891667326105;72;8;3
1505;81,816467879894418;5224;29,635436305542875;72;1;4
8252;80,676671416539094;8730;27,330130259512547;72;2;4
4312;84,369121093105377;5211;30,612396448727679;72;3;4
2428;79,002475869245401;3412;25,688758118339372;72;4;4
2866;80,17920033146882;1601;25,133364408535321;72;5;4
4682;77,919627884692162;3137;29,430847241076421;72;6;4
4379;78,354250485398026;9778;25,514922236233712;72;7;4
12589;78,613831791292739;6434;24,38393682615375;72;8;4
7086;35,4739731832115;1756;19,0496008808608;72;1;5
5699;31,7490430048125;2544;22,3184412082575;72;2;5
3938;36,1299542131487;6446;25,7469715255568;72;3;5
3444;34,2351188245242;1571;21,3129925078729;72;4;5
1966;30,973955667298;612;21,4013313885801;72;5;5
1976;33,2972512105248;2012;23,2254867770525;72;6;5
6778;29,1632900266778;4890;17,6785786360327;72;7;5
7106;30,328159925543;4946;19,5456301527941;72;8;5
91;5,4913757809857779;191;3,4283273109168908;72;1;6
51;6,5900467418201814;126;4,0021996150673633;72;2;6
106;8,765254353489647;204;4,5351707116412996;72;3;6
271;7,407829505954755;67;3,6626018576557069;72;4;6
12;6,3551694450966583;26;3,8271894810988494;72;5;6
22;6,2263085732720382;56;3,4095491571900958;72;6;6
54;5,9774385528395149;284;3,5195521334185131;72;7;6
52;6,3330798054580599;265;3,9717816496989067;72;8;6
0;0,32177567638560545;0;0,28894142369319675;72;1;7
3;0,28528094756608408;1;0,21666907410082334;72;2;7
2;0,31427535355977276;1;0,24779402876828235;72;3;7
-1;0,27686628383921247;1;0,22046759639048399;72;4;7
1;0,36143489653926086;0;0,28011204481792717;72;5;7
